
; Group ''
; G'' - M'DK3Side'
CreateMeshBuilder
AddVertex, 1.3, 2.8663, -9.5
AddVertex, 1.3, 3.3, -9.5
AddVertex, 1.3, 3.3, 9.5
AddVertex, 1.3, 2.8663, 9.5
AddVertex, 1.3, 2.8663, 5.6164
AddVertex, 1.3, 2.8663, 4.3856
AddVertex, 1.3, 2.8663, 0.6318
AddVertex, 1.3, 2.8663, -0.6058
AddVertex, 1.3, 2.8663, -4.3938
AddVertex, 1.3, 2.8663, -5.6041
AddVertex, -1.3, 2.8663, -4.3938
AddVertex, -1.3, 2.8663, -0.6058
AddVertex, -1.3, 2.8663, 0.6318
AddVertex, -1.3, 2.8663, 4.3856
AddVertex, -1.3, 2.8663, 5.6164
AddVertex, -1.3, 2.8663, 9.5
AddVertex, -1.3, 3.3, 9.5
AddVertex, -1.3, 3.3, -9.5
AddVertex, -1.3, 2.8663, -9.5
AddVertex, -1.3, 2.8663, -5.6041
AddVertex, 0.72, 0.8096, -4.3938
AddVertex, 0.72, 0.8096, -0.6058
AddVertex, 0.72, 0.8096, 0.6318
AddVertex, 0.72, 0.8096, 4.3856
AddVertex, 0.72, 0.8096, 5.6164
AddVertex, 0.72, 0.8096, 9.5
AddVertex, 0.72, 0, 9.5
AddVertex, 0.72, 0, -9.5
AddVertex, 0.72, 0.8096, -9.5
AddVertex, 0.72, 0.8096, -5.6041
AddVertex, -0.72, 0.8096, -9.5
AddVertex, -0.72, 0, -9.5
AddVertex, -0.72, 0, 9.5
AddVertex, -0.72, 0.8096, 9.5
AddVertex, -0.72, 0.8096, 5.6164
AddVertex, -0.72, 0.8096, 4.3856
AddVertex, -0.72, 0.8096, 0.6318
AddVertex, -0.72, 0.8096, -0.6058
AddVertex, -0.72, 0.8096, -4.3938
AddVertex, -0.72, 0.8096, -5.6041
AddVertex, 1.3, 1.0536, 5.6164
AddVertex, 1.3, 1.0536, 9.5
AddVertex, -1.3, 1.0536, 9.5
AddVertex, -1.3, 1.0536, 5.6164
AddVertex, 1.3, 1.0536, 0.6318
AddVertex, 1.3, 1.0536, 4.3856
AddVertex, -1.3, 1.0536, 4.3856
AddVertex, -1.3, 1.0536, 0.6318
